tokens,tags,polarities
"['mobile', 'signal', 'strong', 'throughout', 'station']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['few', 'grab', 'rails', 'for', 'support']","[0, 1, 2, 0, 0]","[-1, 0, 0, -1, -1]"
"['info', 'displays', 'were', 'often', 'frozen']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['needs', 'better', 'platform', 'sweeping']","[0, 0, 1, 0]","[-1, -1, 0, -1]"
"['no', 'litterbugs', 'seen', 'around', 'today']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['gentle', 'starting', 'and', 'stopping', 'motion']","[0, 1, 0, 2, 2]","[-1, 2, -1, 2, 2]"
"['vending', 'machines', 'were', 'present']","[1, 2, 0, 0]","[1, 1, -1, -1]"
"['some', 'old', 'newspapers', 'left', 'behind']","[0, 1, 2, 0, 0]","[-1, 0, 0, -1, -1]"
"['good', 'suspension', 'absorbed', 'most', 'bumps']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['no', 'visible', 'first', 'aid', 'station']","[0, 0, 1, 2, 2]","[-1, -1, 0, 0, 0]"
"['could', 'not', 'get', 'a', 'clear', 'explanation']","[0, 0, 0, 0, 1, 2]","[-1, -1, -1, -1, 0, 0]"
"['station', 'had', 'clear', 'assembly', 'points']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['no', 'security', 'presence', 'felt', 'at', 'all']","[0, 1, 0, 0, 0, 0]","[-1, 0, -1, -1, -1, -1]"
"['a', 'rather', 'dirty', 'train', 'arrived']","[0, 0, 0, 1, 0]","[-1, -1, -1, 0, -1]"
"['well', 'cushioned', 'seats', 'were', 'appreciated']","[0, 0, 1, 0, 0]","[-1, -1, 2, -1, -1]"
"['cracked', 'tile', 'on', 'station', 'stairway']","[0, 0, 0, 1, 2]","[-1, -1, -1, 0, 0]"
"['general', 'safety', 'felt', 'neutral']","[0, 1, 0, 0]","[-1, 1, -1, -1]"
"['timely', 'communication', 'about', 'train', 'changes']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['air', 'in', 'station', 'was', 'remarkably', 'fresh']","[1, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1]"
"['guards', 'seemed', 'alert', 'and', 'focused']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['blocked', 'emergency', 'exit', 'is', 'dangerous']","[0, 1, 2, 0, 0]","[-1, 0, 0, -1, -1]"
"['generally', 'messy', 'condition', 'of', 'platforms']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 0]"
"['responsive', 'and', 'kind', 'station', 'employees']","[0, 0, 0, 1, 2]","[ -1, -1, -1, 2, 2]"
"['helpline', 'was', 'constantly', 'busy', 'always']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['aisles', 'were', 'often', 'cluttered', 'with', 'items']","[1, 0, 0, 0, 0, 0]","[0, -1, -1, -1, -1, -1]"
"['a', 'lot', 'of', 'dust', 'on', 'fans']","[0, 0, 0, 0, 0, 1]","[-1, -1, -1,  -1, -1, 0]"
"['safety', 'announcements', 'are', 'very', 'clear']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['puddle', 'on', 'floor', 'no', 'signage']","[0, 0, 1, 0, 1]","[-1, -1, -1, -1, 0]"
"['puddle', 'on', 'floor', 'no', 'signage']","[0, 0, 1, 0, 1]","[-1,  -1, 0, -1,  -1]"
"['overall', 'comfort', 'was', 'acceptable', 'not', 'great']","[1, 2, 0, 0, 0, 0]","[1, 1, -1, -1, -1, -1]"
"['comfort', 'was', 'acceptable', 'not', 'great']","[1, 0, 0, 0, 0]","[1, -1, -1, -1, -1]"
"['carriage', 'felt', 'overheated', 'and', 'dry']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['high', 'quality', 'interior', 'design', 'noted']","[0, 0, 1, 2, 0]","[-1, -1, 2, 2, -1]"
"['smooth', 'uninterrupted', 'travel', 'was', 'great']","[0, 0, 1, 0, 0]","[-1, -1, 2, -1, -1]"
"['pristine', 'platforms', 'were', 'a', 'delight']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['safety', 'procedures', 'were', 'clearly', 'posted']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['found', 'some', 'sticky', 'patches', 'on', 'seat']","[0, 0, 0, 0, 0, 1]","[-1, -1, -1, -1, -1, 0]"
"['station', 'felt', 'a', 'bit', 'unsafe']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['general', 'cleanliness', 'was', 'below', 'par']","[0, 1, 0, 0, 0]","[-1, 0, -1, -1, -1]"
"['exceptionally', 'bad', 'train', 'cabin', 'hygiene', 'today']","[0, 0, 1, 2, 2, 0]","[-1, -1, 0, 0, 0, -1]"
"['overall', 'station', 'cleanliness', 'was', 'commendable']","[1, 2, 2, 0, 0]","[2, 2, 2, -1, -1]"
"['station', 'cleanliness', 'was', 'commendable']","[1, 2, 0, 0]","[2, 2, -1, -1]"
"['toilets', 'were', 'stocked', 'and', 'usable']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['new', 'staff', 'member', 'was', 'very', 'efficient']","[0, 1, 2, 0, 0, 0]","[-1, 2, 2, -1, -1, -1]"
"['station', 'evacuation', 'plan', 'is', 'clear']","[1, 2, 2, 0, 0]","[2, 2, 2, -1, -1]"
"['unpleasant', 'odor', 'near', 'the', 'entrance']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 0]"
"['smooth', 'door', 'operations', 'are', 'nice']","[0, 1, 2, 0, 0]","[-1, 2, 2, -1, -1]"
"['leg', 'room', 'was', 'surprisingly', 'good', 'actually']","[1, 2, 0, 0, 0, 0]","[2, 2, -1, -1, -1, -1]"
"['attendant', 'was', 'dismissive', 'and', 'unhelpful']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['no', 'major', 'cleanliness', 'issues', 'to', 'report']","[0, 0, 1, 2, 0, 0]","[1, -1, 1, 1, -1, -1]"
"['exceptionally', 'poor', 'toilet', 'cleanliness', 'found']","[0, 0, 1, 2, 0]","[-1, -1, 0, 0, -1]"
"['clearly', 'marked', 'fire', 'exit', 'paths']","[0, 0, 1, 2, 2]","[-1, -1, 2, 2, 2]"
"['overall', 'ride', 'experience', 'was', 'very', 'good']","[1, 2, 2, 0, 0, 0]","[2, 2, 2, -1, -1, -1]"
"['no', 'power', 'outlets', 'for', 'passengers']","[0, 1, 2, 0, 0]","[-1, 0, 0, -1, -1]"
"['some', 'blind', 'spots', 'in', 'station']","[0, 1, 2, 0, 0]","[-1, 0, 0, -1, -1]"
"['safety', 'guidelines', 'were', 'easy', 'to', 'understand']","[1, 2, 0, 0, 0, 0]","[2, 2, -1, -1, -1, -1]"
"['no', 'one', 'to', 'help', 'with', 'ticket', 'machine']","[0, 0, 0, 1, 0, 1, 2]","[-1, -1, -1, 0, -1, 0, 0]"
"['pleasant', 'ride', 'without', 'any', 'issues']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['handrails', 'on', 'ramps', 'were', 'missing']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['great', 'disabled', 'access', 'throughout', 'station']","[0, 1, 2, 0, 0]","[-1, 2, 2, -1, -1]"
"['nothing', 'was', 'dirty', 'but', 'not', 'very', 'clean', 'either']","[0, 0, 1, 0, 0, 0, 1, 0]","[-1, -1, 1, -1, -1, -1, 1, -1]"
"['queries', 'answered', 'as', 'expected']","[1, 0, 0, 0]","[1, -1, -1, -1]"
"['high', 'quality', 'seat', 'materials', 'were', 'evident']","[0, 0, 1, 2, 0, 0]","[-1, -1, 2, 2, -1, -1]"
"['felt', 'slightly', 'nervous', 'waiting', 'alone']","[0, 0, 0, 1, 0]","[-1, -1, -1, 0, -1]"
"['long', 'wait', 'time', 'for', 'assistance']","[0, 1, 2, 0, 0]","[-1, 0, 0, -1, -1]"
"['efficient', 'ticketing', 'process', 'this', 'time']","[1, 2, 2, 0, 0]","[2, 2, 2, -1, -1]"
"['litter', 'problem', 'getting', 'worse', 'here']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['braille', 'on', 'signs', 'aided', 'navigation']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['train', 'times', 'were', 'highly', 'inaccurate']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['a', 'lot', 'of', 'fallen', 'leaves']","[0, 0, 0, 1, 2]","[-1, -1, -1, 0, 0]"
"['very', 'difficult', 'to', 'get', 'a', 'staff', 'member']","[0, 0, 0, 0, 0, 1, 2]","[-1, -1, -1, -1, -1, 0, 0]"
"['poor', 'crowd', 'control', 'during', 'peak', 'hours']","[0, 1, 2, 0, 0, 0]","[-1, 0, 0, -1, -1, -1]"
"['top', 'level', 'station', 'maintenance', 'seen']","[0, 0, 1, 2, 0]","[-1, -1, 2, 2, -1]"
"['guards', 'were', 'always', 'patrolling', 'around']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['top', 'priority', 'given', 'to', 'station', 'hygiene']","[0, 0, 0, 0, 1, 2]","[-1, -1, -1, -1, 2, 2]"
"['general', 'lack', 'of', 'care', 'for', 'cleanliness']","[0, 0, 0, 0, 0, 1]","[-1, -1, -1, -1, -1, 0]"
"['confusing', 'directions', 'given', 'by', 'two', 'people']","[0, 2, 0, 0, 0, 1]","[-1, -1, -1, -1, -1, 0]"
"['station', 'bins', 'were', 'completely', 'full']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['security', 'staff', 'were', 'always', 'approachable']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['very', 'good', 'hygiene', 'practices', 'evident']","[0, 0, 1, 0, 0]","[-1, -1, 2, -1, -1]"
"['no', 'lingering', 'unpleasant', 'scents', 'thankfully']","[0, 0, 0, 1, 0]","[-1, -1, -1, 2, -1]"
"['exceptionally', 'high', 'hygiene', 'standards', 'here']","[0, 0, 1, 2, 0]","[-1, -1, 2, 2, -1]"
"['no', 'baby', 'changing', 'rooms', 'found']","[0, 1, 2, 2, 0]","[-1, 0, 0, 0, -1]"
"['comfortable', 'and', 'reliable', 'daily', 'transport']","[0, 0, 0, 1, 2]","[-1, -1, -1, 2, 2]"
"['hand', 'sanitizer', 'was', 'always', 'refilled']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['wifi', 'signal', 'is', 'very', 'weak']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['uneven', 'pavement', 'outside', 'station', 'entrance']","[0, 1, 0, 1, 2]","[-1, 0, -1, -1, -1]"
"['uneven', 'pavement', 'outside', 'station', 'entrance']","[0, 1, 0, 1, 2]","[-1, -1, -1, 0, 0]"
"['air', 'quality', 'felt', 'typical']","[1, 2, 0, 0]","[1, 1, -1, -1]"
"['floor', 'had', 'several', 'dark', 'stains']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['no', 'graffiti', 'tags', 'on', 'any', 'walls']","[0, 0, 0, 0, 0, 1]","[-1, -1, -1, -1, 2, 2]"
"['train', 'had', 'minimal', 'shaking', 'or', 'jolts']","[1, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1]"
"['could', 'hear', 'loud', 'phone', 'calls', 'clearly']","[0, 0, 1, 2, 2, 0]","[-1, -1, 0, 0, 0, -1]"
"['excellent', 'station', 'hygiene', 'and', 'maintenance']","[0, 1, 2, 0, 0]","[-1, 2, 2, -1, -1]"
"['enjoyable', 'trip', 'due', 'to', 'good', 'ambience']","[0, 1, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1]"
"['turnstiles', 'were', 'efficient', 'and', 'quick']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['no', 'stains', 'on', 'any', 'upholstery']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['security', 'guard', 'was', 'very', 'helpful']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['overall', 'service', 'was', 'highly', 'satisfactory']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['platform', 'screen', 'doors', 'enhanced', 'safety']","[1, 2, 2, 0, 0]","[2, 2, 2, -1, -1]"
"['carriage', 'felt', 'uncomfortably', 'warm', 'and', 'humid']","[1, 0, 0, 0, 0, 0]","[0, -1, -1, -1, -1, -1]"
"['bin', 'had', 'space', 'left', 'inside']","[1, 0, 0, 0, 0]","[1, -1, -1, -1, -1]"
"['ride', 'quality', 'was', 'rather', 'poor']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['impeccable', 'state', 'of', 'all', 'walkways']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 2]"
"['emergency', 'protocols', 'were', 'well', 'explained']","[1, 2, 0, 0, 0]","[1, 1, -1, -1, -1]"
"['more', 'recycling', 'bins', 'are', 'needed']","[0, 1, 2, 0, 0]","[-1, 0, 0, -1, -1]"
"['security', 'guard', 'was', 'very', 'helpful']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['staff', 'interaction', 'was', 'acceptable']","[1, 2, 0, 0]","[1, 1, -1, -1]"
"['water', 'fountain', 'was', 'broken', 'leaking']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['uncomfortable', 'temperature', 'fluctuations', 'were', 'common']","[0, 1, 2, 0, 0]","[-1, 0, 0, -1, -1]"
"['prompt', 'updates', 'about', 'platform', 'changes']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['cameras', 'were', 'installed', 'as', 'usual']","[1, 0, 0, 0, 0]","[1, -1, -1, -1, -1]"
"['overall', 'station', 'customer', 'service', 'poor']","[1, 2, 2, 2, 0]","[0, 0, 0, 0, -1]"
"['overall', 'customer', 'service', 'poor']","[1, 2, 2, 0]","[0, 0, 0, -1]"
"['childrens', 'safety', 'near', 'tracks', 'a', 'concern']","[1, 2, 0, 0, 0, 0]","[0, 0, -1, -1, -1, -1]"
"['toilets', 'needed', 'more', 'frequent', 'checks']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['few', 'places', 'to', 'lean', 'when', 'standing']","[0, 1, 0, 0, 0, 0]","[-1, 0, -1, -1, -1, -1]"
"['hard', 'plastic', 'seats', 'uncomfortable']","[0, 0, 1, 0]","[-1, -1, 0, -1]"
"['lift', 'access', 'was', 'conveniently', 'located']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['information', 'provided', 'was', 'always', 'spot', 'on']","[1, 0, 0, 0, 1, 2]","[2, -1, -1, -1, 2, 2]"
"['no', 'dust', 'visible', 'on', 'ticket', 'barriers']","[0, 0, 0, 0, 1, 2]","[-1, -1, -1, -1, 2, 2]"
"['poorly', 'maintained', 'restroom', 'facilities', '.']","[0, 0, 1, 2, 0]","[-1, -1, 0, 0, -1]"
"['air', 'quality', 'felt', 'poor', 'today']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['service', 'desk', 'was', 'often', 'unattended']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['bicycle', 'storage', 'was', 'secure', 'ample']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['toilets', 'were', 'surprisingly', 'well', 'kept']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['train', 'platform', 'staff', 'were', 'very', 'helpful']","[1, 2, 2, 0, 0, 0]","[2, 2, 2, -1, -1, -1]"
"['door', 'warning', 'sound', 'was', 'too', 'soft']","[1, 2, 0, 0, 0, 0]","[0, 0, -1, -1, -1, -1]"
"['helpline', 'staff', 'seemed', 'poorly', 'trained']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['uncomfortable', 'and', 'persistent', 'draft', 'felt']","[0, 0, 0, 1, 2]","[-1, -1, -1, 0, 0]"
"['bicycle', 'storage', 'was', 'secure', 'ample']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['temperature', 'inside', 'was', 'not', 'too', 'hot']","[1, 0, 0, 0, 0, 0]","[1, -1, -1, -1, -1, -1]"
"['service', 'quality', 'met', 'minimum', 'requirements']","[1, 2, 0, 0, 0]","[1, 1, -1, -1, -1]"
"['discarded', 'newspapers', 'piled', 'on', 'bench']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 0]"
"['staff', 'training', 'seems', 'very', 'effective']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['visible', 'effort', 'to', 'maintain', 'tidiness']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, -1]"
"['clear', 'signs', 'to', 'all', 'facilities']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['carriage', 'had', 'a', 'slightly', 'off', 'smell']","[1, 0, 0, 0, 0, 1]","[-1, -1, -1, -1, -1, 0]"
"['carriage', 'had', 'a', 'slightly', 'off', 'smell']","[1, 0, 0, 0, 0, 1]","[0, -1, -1, -1, -1, -1]"
"['CCTV', 'was', 'working', 'fine']","[1, 0, 0, 0]","[1, -1, -1, -1]"
"['children', 'were', 'unattended', 'near', 'escalators']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['cctv', 'footage', 'quality', 'seemed', 'very', 'high']","[1, 2, 2, 0, 0, 0]","[1, 1, 1, -1, -1, -1]"
"['attendant', 'was', 'uninterested', 'and', 'quite', 'rude']","[1, 0, 0, 0, 0, 0]","[0, -1, -1, -1, -1, -1]"
"['emergency', 'stop', 'buttons', 'were', 'obvious']","[1, 2, 2, 0, 0]","[2, 2, 2, -1, -1]"
"['gentle', 'background', 'music', 'was', 'soothing']","[0, 0, 1, 0, 0]","[-1, -1, 2, -1, -1]"
"['very', 'relaxing', 'commute', 'this', 'morning']","[0, 0, 1, 0, 0]","[-1, -1, 2, -1, -1]"
"['enough', 'room', 'for', 'my', 'backpack']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['ticket', 'gates', 'responded', 'very', 'promptly']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['legroom', 'was', 'adequate', 'for', 'me']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['consistent', 'cool', 'temperature', 'was', 'nice']","[0, 0, 1, 0, 0]","[-1, -1, 2, -1, -1]"
"['information', 'on', 'website', 'was', 'misleading']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['comfortable', 'and', 'efficient', 'way', 'to', 'get', 'around']","[0, 0, 0, 0, 0, 1, 2]","[-1, -1, -1, -1, -1, 2, 2]"
"['turnstiles', 'were', 'slow', 'to', 'respond']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['escalator', 'remained', 'out', 'of', 'service']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['new', 'lifts', 'are', 'very', 'efficient']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['some', 'sticky', 'residue', 'on', 'handrail']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 0]"
"['high', 'quality', 'armrest', 'padding', 'was', 'nice']","[0, 1, 2, 0, 0, 0]","[-1, 2, 2, -1, -1, -1]"
"['information', 'desk', 'was', 'very', 'informative']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['excellent', 'station', 'cleanliness', 'and', 'order']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['staff', 'provided', 'excellent', 'travel', 'advice']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['timely', 'alerts', 'about', 'service', 'issues']","[0, 1, 0, 0, 0]","[-1, 2, -1, -1, -1]"
"['gap', 'between', 'train', 'platform', 'scary']","[1, 0, 2, 2, 0]","[0, -1, 0, 0, -1]"
"['some', 'unidentified', 'debris', 'on', 'stairs']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 0]"
"['website', 'chat', 'support', 'was', 'useless']","[1, 2, 2, 0, 0]","[0, 0, 0, -1, -1]"
"['overall', 'service', 'experience', 'was', 'positive']","[1, 2, 2, 0, 0]","[2, 2, 2, -1, -1]"
"['service', 'experience', 'was', 'positive']","[1, 2, 0, 0]","[2, 2, -1, -1]"
"['emergency', 'door', 'was', 'partially', 'obstructed']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['felt', 'uneasy', 'in', 'the', 'empty', 'carriages']","[0, 0, 0, 0, 1, 2]","[-1, -1, -1, -1, 0, 0]"
"['no', 'unpleasant', 'scents', 'detected', 'today']","[0, 0, 1, 0, 0]","[-1, -1, 2, -1, -1]"
"['pristine', 'condition', 'of', 'all', 'public', 'areas']","[0, 0, 0, 0, 1, 2]","[-1, -1, -1, -1, 2, 2]"
"['train', 'air', 'quality', 'was', 'just', 'passable']","[0, 1, 2, 0, 0, 0]","[-1, 1, 1, -1, -1, -1]"
"['station', 'was', 'noticeably', 'cleaner', 'today']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['clean', 'and', 'functional', 'station', 'layout']","[0, 0, 0, 1, 2]","[-1, -1, -1, 2, 2]"
"['lack', 'of', 'staff', 'during', 'night']","[0, 0, 1, 0, 0]","[-1, -1, 0, -1, -1]"
"['helpline', 'operator', 'was', 'not', 'listening']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['announcements', 'were', 'garbled', 'and', 'unclear']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['standing', 'area', 'felt', 'quite', 'congested']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['unresponsive', 'customer', 'hotline', 'number', '.']","[0, 1, 2, 0, 0]","[-1, 0, 0, -1, -1]"
"['toilets', 'lacked', 'hand', 'soap', 'often']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['help', 'desk', 'was', 'closed', 'early']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['station', 'was', 'absolutely', 'filthy', 'today']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['information', 'was', 'consistently', 'reliable', 'and', 'current']","[1, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1]"
"['security', 'staff', 'were', 'very', 'reassuring']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['rubbish', 'was', 'evident', 'in', 'some', 'areas']","[1, 0, 0, 0, 0, 0]","[0, -1, -1, -1, -1, -1]"
"['windows', 'were', 'grimy', 'and', 'streaked']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['surfaces', 'gleamed', 'under', 'the', 'lights']","[1, 0, 0, 0, 0]","[2, -1, -1, -1, -1]"
"['found', 'some', 'old', 'gum', 'under', 'the', 'table']","[0, 0, 1, 2, 0, 0, 0]","[-1, -1, 0, 0, -1, -1, -1]"
"['train', 'shook', 'more', 'than', 'expected']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['unacceptable', 'wait', 'for', 'customer', 'support']","[0, 0, 0, 1, 2]","[-1, -1, -1, 0, 0]"
"['dust', 'on', 'information', 'boards', 'was', 'thick']","[0, 0, 1, 2, 0, 0]","[-1, -1, 0, 0, -1, -1]"
"['station', 'decor', 'felt', 'very', 'outdated']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['could', 'not', 'understand', 'the', 'announcement']","[0, 0, 0, 0, 1]","[-1, -1, -1, -1, 0]"
"['no', 'spilled', 'drinks', 'seen', 'on', 'platform']","[0, 0, 0, 0, 0, 1]","[-1, -1, -1, -1, -1, 2]"
"['clear', 'audio', 'safety', 'messages', 'played']","[0, 1, 2, 2, 0]","[-1, 2, 2, 2, -1]"
"['ticket', 'gates', 'responded', 'very', 'promptly']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['train', 'operation', 'felt', 'fairly', 'predictable']","[1, 2, 0, 0, 0]","[1, 1, -1, -1, -1]"
"['clear', 'safety', 'instructions', 'displayed', '.']","[0, 1, 2, 0, 0]","[-1, 2, 2, -1, -1]"
"['no', 'spills', 'seen', 'on', 'any', 'seat']","[0, 0, 0, 0, 1, 2]","[-1, -1, -1, -1, 2, 2]"
"['very', 'good', 'attention', 'to', 'station', 'hygiene']","[0, 0, 0, 0, 1, 2]","[-1, -1, -1, -1, 2, 2]"
"['excellent', 'hygiene', 'in', 'all', 'common', 'areas']","[0, 1, 0, 0, 0, 0]","[-1, 2, -1, -1, -1, -1]"
"['too', 'much', 'noise', 'from', 'outside']","[0, 0, 1, 0, 0]","[-1, -1, 0, -1, -1]"
"['old', 'escalator', 'made', 'strange', 'noises']","[0, 1, 0, 0, 0]","[-1, 0, -1, -1, -1]"
"['lift', 'buttons', 'were', 'sticky', 'unresponsive']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['some', 'dust', 'visible', 'if', 'looking', 'closely']","[0, 1, 0, 0, 0, 0]","[-1, 1, -1, -1, -1, -1]"
"['toilet', 'area', 'looked', 'tidy', 'and', 'neutral']","[1, 2, 0, 0, 0, 0]","[1, 1, -1, -1, -1, -1]"
"['information', 'on', 'website', 'was', 'misleading']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['emergency', 'plans', 'were', 'clearly', 'diagrammed']","[1, 2, 0, 0, 0]","[1, 1, -1, -1, -1]"
"['felt', 'slightly', 'nervous', 'waiting', 'alone']","[0, 0, 0, 1, 2]","[-1, -1, -1, 1, 2]"
"['platform', 'width', 'allowed', 'comfortable', 'waiting']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['some', 'dropped', 'candy', 'wrappers', 'were', 'seen']","[0, 1, 2, 2, 0, 0]","[-1, 0, 0, 0, -1, -1]"
"['complaint', 'response', 'was', 'swift', 'effective']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['waiting', 'benches', 'are', 'quite', 'old']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['dust', 'accumulated', 'on', 'overhead', 'racks']","[0, 0, 0, 1, 2]","[ -1, -1, -1, 0, 0]"
"['feedback', 'was', 'taken', 'seriously', 'and', 'actioned']","[1, 0, 0, 0, 0, 0]","[2, -1, -1, -1, -1, -1]"
"['carriage', 'felt', 'too', 'warm', 'today']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['complaint', 'handling', 'procedure', 'was', 'standardized']","[1, 2, 2, 0, 0]","[1, 1, 1, -1, -1]"
"['overall', 'hygiene', 'level', 'is', 'high']","[1, 2, 2, 0, 0]","[2, 2, 2, -1, -1]"
"['generally', 'good', 'cleanliness', 'but', 'room', 'for', 'improvement']","[0, 0, 1, 0, 0, 0, 0]","[-1,  -1, 1, -1,  -1,  -1,  -1]"
"['abrupt', 'stops', 'made', 'me', 'stumble']","[1, 2, 0, 0, 0]","[0, 0, -1, -1, -1]"
"['smelled', 'faintly', 'of', 'cleaning', 'solution']","[0, 0, 0, 1, 2]","[-1, -1, -1, 1, 1]"
"['seats', 'lacked', 'proper', 'back', 'support']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['security', 'guard', 'was', 'very', 'helpful']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['waiting', 'zones', 'had', 'comfortable', 'seating']","[1, 2, 0, 0, 0]","[2, 2, -1, -1, -1]"
"['no', 'personnel', 'around', 'late', 'at', 'night']","[0, 1, 0, 0, 0, 0]","[-1, 0, -1, -1, -1, -1]"
"['train', 'shook', 'more', 'than', 'expected']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
"['carriage', 'felt', 'damp', 'and', 'unclean']","[1, 0, 0, 0, 0]","[0, -1, -1, -1, -1]"
